,5,9,10,12,14,20,26,30,60
005930,78520.0,77577.77777777778,77350.0,76891.66666666667,76528.57142857143,76825.0,77188.46153846153,77560.0,78891.66666666667
035720,43060.0,43372.22222222222,43495.0,43545.833333333336,43567.857142857145,44127.5,44742.307692307695,45353.333333333336,47740.833333333336
000660,223100.0,215244.44444444444,213050.0,209491.66666666666,208007.14285714287,205220.0,201015.38461538462,197753.33333333334,187918.33333333334
069500,37551.0,37290.555555555555,37200.5,37056.25,36956.42857142857,37015.0,37081.730769230766,37081.333333333336,36891.15
